type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評
video,post_page_157215971120682,157215971120682_780977715411168,https://www.facebook.com/157215971120682/posts/780977715411168,??用熱血的鈴聲 幫世大運加油暖身??  ??2017臺北世大運主題曲 ?「擁抱世界 擁抱你」 ??手機鈴聲和來電答鈴來嘍！  讓所有人都「聽」得到臺北的熱情與活力?  ◎來電答鈴下載方式： 中華電信：手機直撥700→按4→輸入020782 台哥大：手機直撥803→按4→輸入020782 亞太：手機直撥560→按2→按6選擇快速點歌→輸入020782 台灣之星：手機直撥700→按4→輸入110709 遠傳：手機直撥900→按4 →輸入587190  ◎手機鈴聲下載網址： https://goo.gl/XMVtVv  #2017臺北世大運 #夢想值得不斷挑戰 #擁抱世界擁抱你,廣告贊助,廣告贊助,G,G,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442818_780978295411110_7837434344393146368_n.jpg?oh=aa7de0dd135c66966e9441958ab57dfa&oe=5A020B37,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442818_780978295411110_7837434344393146368_n.jpg?oh=4d5236fd76079abd48e61cb1f7966842&oe=5A2F008D,https://www.facebook.com/taipei2017/videos/780977715411168/,facebook.com,2017-05-14T09:17:00+0000,1494753420,2017/5/14 11:17,1104,17,1158,183,1358,17,13,4,15,0,1100,47,2,1,0,0,3,2017/5/14,2017,5,14,3,0,0,0,0
photo,post_page_157215971120682,157215971120682_782615291914077,https://www.facebook.com/157215971120682/posts/782615291914077,??每個強大運動員背後，都有一個強大的母親?? ??帶領他們克服困難，鼓勵他們向前?? ??這次世大運回家比賽，他們要用自己的努力讓媽媽感到驕傲?? ??滑照片看他們與媽媽的故事吧!?? ?全天下的媽媽母親節快樂!???? 點連結給你更多世大運??https://goo.gl/g9foIe  #覺得溫馨請給小花 #母親節 #媽媽好正,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18447402_782614681914138_254753115052698133_n.jpg?oh=bb0a30a8f1cd48fcb9a6c1b78a7f1538&oe=59F0FD92,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/18447402_782614681914138_254753115052698133_n.jpg?oh=bbac6a38f00db30f65bc5cda599b3cec&oe=59FFD4C1,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/782614681914138/?type=3,facebook.com,2017-05-13T11:55:03+0000,1494676503,2017/5/13 13:55,940,15,1075,67,1157,14,9,5,1,0,934,23,0,1,0,0,110,2017/5/13,2017,5,13,11,0,0,0,0
photo,post_page_157215971120682,157215971120682_782123178629955,https://www.facebook.com/157215971120682/posts/782123178629955,??Run your way 全民奔向世大運-巡迴活動??  全臺最狂2?0?1?7?8?1?9?公里長征等你來完成?  目前累積超過85萬公里  一起加入我們吧????????  今天（5/13）下午 2 點，在臺北市中山運動中心 2 樓健身房 完成指定里程運動後，拍照截圖給活動人員認證， 即可獲得活力補給品一組 每場限量 80 名給最認真運動的你們??????   快點來加入挑戰，為世大運動起來！   當天沒空也沒關係，還有提供其他方式讓你一起JOIN！ 活動網站：http://partner.2017.taipei/activity.php 活動頁：https://goo.gl/ORcW97  #2017819km #2017臺北世大運,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18423938_782123178629955_7400575699545992577_n.jpg?oh=b2efb5bd2c58fd42fe6fe64ea3c56d43&oe=59F159E9,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18423938_782123178629955_7400575699545992577_n.jpg?oh=180f94ba5e878ad18573d9aa921a6dd3&oe=59FBF816,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/782123178629955/?type=3,facebook.com,2017-05-13T03:44:00+0000,1494647040,2017/5/13 05:44,167,1,171,9,181,1,1,0,0,0,167,2,0,1,0,0,0,2017/5/13,2017,5,13,29,0,0,0,0
photo,post_page_157215971120682,157215971120682_781094802066126,https://www.facebook.com/157215971120682/posts/781094802066126,【世大運之星#2】力拚世大運首金的桌球一姊鄭怡靜 CHENG I-Ching  從2011年起鄭怡靜不曾缺席世大運，成績每屆進步，但累計3銀2銅，總與金牌無緣，這位自去年9月起就穩居世界前10的桌球一姊，對臺北世大運有什麼期待？（繼續滑照片看故事）  點連結給你更多世大運??https://goo.gl/g9foIe,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18341739_781093575399582_8282819336174077310_n.jpg?oh=9f6136eedac635c407461383fa9a0665&oe=59F1031F,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18341739_781093575399582_8282819336174077310_n.jpg?oh=c5958e10ebf426641ed89f6216567ed5&oe=5A3006E0,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781093575399582/?type=3,facebook.com,2017-05-12T09:17:00+0000,1494580620,2017/5/12 11:17,483,19,499,20,538,19,12,7,4,0,481,8,0,0,0,0,7,2017/5/12,2017,5,12,19,0,0,0,0
photo,post_page_157215971120682,157215971120682_781404612035145,https://www.facebook.com/157215971120682/posts/781404612035145,世大運倒數九九天?? 熱血電影播放三天?? 就在大安森林公園?? 三大主題七國八片?? 四片臺灣搶先上演?? 快點來看不會後悔??  #下午5點半開始限量100杯星巴克等你來拿 #盡量搭乘大眾運輸工具前往喔  活動訊息： 「一起世大運 99倒數」 時間：5/19(五)-5/21(日)每晚6:30起播放至11:50前結束 地點：大安森林公園露天音樂台 播放時刻表與片單介紹：http://events.2017.taipei,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/18342019_781404612035145_7815128672468526492_n.jpg?oh=c57112975aabe44622d72021a6dfbe00&oe=59ECA008,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18342019_781404612035145_7815128672468526492_n.jpg?oh=2926fcce55536f4cb5ab5727568af463&oe=5A2D9B49,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781404612035145/?type=3,facebook.com,2017-05-12T03:44:00+0000,1494560640,2017/5/12 05:44,352,4,369,24,397,4,3,1,0,0,350,7,1,0,0,0,9,2017/5/12,2017,5,12,19,0,0,0,0
video,post_page_157215971120682,157215971120682_781061042069502,https://www.facebook.com/157215971120682/posts/781061042069502,??2017臺北世大運倒數1?0?0?天??  106年全大運10日閉幕 也是2017臺北世大運倒數100天??  這次回家比賽，每位運動員都準備好了 你們準備好了嗎??????????  ??留言為你喜歡的運動員加油吧?? Tag他們，讓他們看到你的熱情已準備就緒????  點連結給你更多世大運??https://goo.gl/g9foIe  #finalcountdown #熱情 #回家比賽,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442903_781061972069409_2012825853355884544_n.jpg?oh=e9f90073521cc36085b06f390eeb8553&oe=59F2BD38,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442903_781061972069409_2012825853355884544_n.jpg?oh=ce1818e80a032525d24206aebaf93697&oe=5A2DA882,https://www.facebook.com/taipei2017/videos/781061042069502/,facebook.com,2017-05-11T03:17:16+0000,1494472636,2017/5/11 05:17,2068,31,2116,129,2276,31,20,11,6,0,2064,31,3,1,0,0,12,2017/5/11,2017,5,11,11,0,0,0,0
video,post_page_157215971120682,157215971120682_781056122069994,https://www.facebook.com/157215971120682/posts/781056122069994,??桌球一姐鄭怡靜  拍下全大運女單金牌??  ??世界女單排名第7的鄭怡靜 CHENG I-Ching 10日為輔大奪下女單金牌?  ??鄭怡靜第4次入選世大運國手， 八月世大運前，她將先參加五月底的世界錦標賽及三個公開賽， 透過以賽代訓調整狀況，目標把獎牌留在臺灣！??  ??這次世大運回家比賽，一起進場為運動員加油????  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #桌球一姐鄭怡靜 #鄭怡靜加油,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18442882_781060268736246_4710326251686985728_n.jpg?oh=889c5ce32219ba8e2c9561dc21f55749&oe=5A30123D,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18442882_781060268736246_4710326251686985728_n.jpg?oh=01e86b49282966c22654e942ec9b8237&oe=59F60787,https://www.facebook.com/taipei2017/videos/781056122069994/,facebook.com,2017-05-10T12:36:52+0000,1494419812,2017/5/10 14:36,658,8,674,14,696,8,4,4,2,0,657,15,0,0,0,0,1,2017/5/10,2017,5,10,1,0,0,0,0
photo,post_page_157215971120682,157215971120682_781035735405366,https://www.facebook.com/157215971120682/posts/781035735405366,??我的神預測-中獎名單??  正確答案106年全大運郭婞淳決賽舉起總和 ??為231公斤??  前五位預測正確者名單出爐了! 你們真的好準啊!!  ??請得獎者於5/17(三)中午12:00前 訊息回覆粉絲團確認相關聯絡資訊  ??關於郭婞淳的故事→https://goo.gl/gnlbUA ??點連結給你更多世大運??https://goo.gl/g9foIe  備註：答案經編輯後不列入得獎名單,抽獎,抽獎,C,C,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18403535_781035735405366_8910436313785023003_n.jpg?oh=f9368001098619aa24073b7214286c7c&oe=5A2D2731,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18403535_781035735405366_8910436313785023003_n.jpg?oh=7163bfb7791c0778a4348f2707674e36&oe=59F17DCE,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781035735405366/?type=3,facebook.com,2017-05-10T10:59:18+0000,1494413958,2017/5/10 12:59,250,0,255,1,256,0,0,0,0,0,250,1,2,1,0,0,1,2017/5/10,2017,5,10,261,0,3,3,0
video,post_page_157215971120682,157215971120682_780940952081511,https://www.facebook.com/157215971120682/posts/780940952081511,? 跨欄美少女 會跑人又正?  國立體大 羅佩琳 Pei Lin-Lo 順利蟬聯全大運女子400公尺跨欄后座??  點連結給你更多世大運??https://goo.gl/g9foIe  ??田徑項目我們真的有很多優秀的選手， 如果你也能親自跑一趟田徑場看他們比賽， 一定也能感受到這種短時間決勝負的熱血氛圍~  #快給羅珮琳一個愛心 #她拍過麥當勞廣告你知道嗎 #加油再拚世大運資格呦,田徑,運動,H,Athletics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18407998_780944185414521_917621210194378752_n.jpg?oh=d82fc6c9d551aca45cd73db71f955a25&oe=59FEBBC7,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18407998_780944185414521_917621210194378752_n.jpg?oh=dcc9094f3889cabc373b9ca611e7e986&oe=5A29D282,https://www.facebook.com/taipei2017/videos/780940952081511/,facebook.com,2017-05-10T06:26:22+0000,1494397582,2017/5/10 08:26,1489,16,1533,37,1586,13,8,5,5,0,1486,43,0,1,0,0,0,2017/5/10,2017,5,10,0,0,0,0,0
photo,post_page_157215971120682,157215971120682_781110128731260,https://www.facebook.com/157215971120682/posts/781110128731260,Taipei 2017 Universiade - 世大運 added 9 new photos — with 姜巧文- 跆拳品勢.,其他,一般推廣,B,B,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18342825_781110128731260_942039547206849536_n.jpg?oh=928a831b1d6748ed0006d40f5f48f0cb&oe=5A2BCB09,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/18342825_781110128731260_942039547206849536_n.jpg?oh=0f9d228289e5a05657d2fd8e637eea4d&oe=5A2B7DFE,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/781110128731260/?type=3,facebook.com,2017-05-10T04:00:00+0000,1494388800,2017/5/10 06:00,37,0,39,0,39,0,0,0,0,0,37,1,0,0,0,0,1,2017/5/10,2017,5,10,0,0,0,0,0
photo,post_page_157215971120682,157215971120682_780596542115952,https://www.facebook.com/157215971120682/posts/780596542115952,??再痛也要拚下去-跆拳女悍將莊佳佳??  女性運動員真的很辛苦，你能想像在生理痛的情況下， 還能踢下金牌嗎? (肅然起敬了!)  ??臺師大跆拳道好手莊佳佳 在全大運公開女子組67公斤級的金牌戰以13：8打敗彰師大的林若薇。 莊佳佳拿下個人生涯在全大運的第五面金牌。  覺得莊佳佳超猛，請按讚?? 覺得生理痛感同身受，請按愛心?  點連結給你更多世大運??https://goo.gl/GmDdM8  #106年全大運 #跆拳道 #莊佳佳,跆拳道,運動,H,Taekwondo,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18342805_780596542115952_5454989569869147997_n.jpg?oh=89d0f191560e8cc6bb046bc21b48ac64&oe=5A3340B2,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/18342805_780596542115952_5454989569869147997_n.jpg?oh=d56109456e8781b75b6d8b54b9bb6b6b&oe=5A309094,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/780596542115952/?type=3,facebook.com,2017-05-09T13:49:01+0000,1494337741,2017/5/9 15:49,700,16,742,6,764,16,8,8,5,0,698,39,2,0,0,1,0,2017/5/9,2017,5,9,0,0,0,0,0
video,post_page_157215971120682,157215971120682_780553882120218,https://www.facebook.com/157215971120682/posts/780553882120218,??體操男孩唐嘉鴻翻轉出單槓金牌??  ????單槓真的不簡單~ 臺師大唐嘉鴻才拿完競技體操男子個人全能金牌，今天又拿單槓金牌! 這麼好看的比賽，你沒看到就太可惜了! 一起分享幫唐嘉鴻加油！覺得體操男孩超帥請給?  詳細比賽成績是這樣的：臺師大的唐嘉鴻8日才在競技體操男子個人全能，以總成績79.588分拿下金牌，今天再度以13.525分，拿下單槓金牌!!????  ??嘉鴻目前是競技體操培訓隊的一員，拿手項目是地板及單槓，也期待他能入選世大運國手，把獎牌留在臺灣！！??  ??這次世大運我們的子弟兵們要回家比賽 一起進場為運動員加油????  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #請分享 #翻滾吧嘉鴻 #唐嘉鴻加油,競技體操,運動,H, Artistic Gymnastics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18407682_780555552120051_471591802852343808_n.jpg?oh=0d19b60c200c9e4d13a0716103e086d6&oe=5A2F1577,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18407682_780555552120051_471591802852343808_n.jpg?oh=e7779b885b39448050cd501510f3fadf&oe=59F62432,https://www.facebook.com/taipei2017/videos/780553882120218/,facebook.com,2017-05-09T12:14:59+0000,1494332099,2017/5/9 14:14,1402,32,1477,75,1584,32,16,16,17,0,1400,44,27,2,0,0,2,2017/5/9,2017,5,9,0,0,0,0,0
event,post_page_157215971120682,157215971120682_322954014789318,https://www.facebook.com/157215971120682/posts/322954014789318,99倒數．運動電影．三大主題夜  →星光運動電影院 05/19(五)～05/21(日) 每晚6:30熱血上映! 臺北世大運進入衝刺99天，大安森林公園將變身露天電影院！歡迎大家帶著野餐墊與輕食飲品，在星空下共度美好的運動電影夜！  →七國、八部、四部臺灣首映 每日依主題播放國際影展推薦佳作，來自加拿大、荷蘭、新加坡、德國、法國、澳洲的電影片單及榮獲金馬獎殊榮的臺灣運動國片【志氣】與【翻滾吧!男孩】，歡迎來到電影世界一起世大運！  →世大運賽事現場體驗 舞台周邊精心安排世大運賽事趣味體驗區，讓你學到知識，玩得過癮！ 體驗攤位: 5/19(五) 17:00-18:30  田徑、競技體操、籃球、撞球 5/20(六) 14:00-18:30 足球、韻律體操 5/21(日) 14:00-18:30  舉重  時間：5/19(五)-5/21(日)18:30起播放至23:50前結束 地點：大安森林公園露天音樂台  電影時刻表： 5/19(五)【夢想】 18:30翻滾吧!男孩(臺灣) 20:10零點零三秒(荷蘭)→臺灣首映! 21:50莎拉愛跑步(加拿大)  5/20(六)【突破】 18:30 摔角夢(新加坡) →臺灣首映! 20:25 伯恩的奇蹟(德國) →臺灣首映! 22:30 衝浪男兒(澳洲) →臺灣首映!  5/21(日)【榮耀】 18:30 志氣(臺灣) 20:45 神駒賈魯普(法國)  片單介紹：http://events.2017.taipei/activity/activity_20170419.html,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/q86/c144.0.130.130/p130x130/18342724_780374105471529_5566768696064284986_n.jpg?oh=1abe1e888b54321a23003275c8c61415&oe=5A332660,https://scontent.xx.fbcdn.net/v/t31.0-8/c724.0.656.656/18358647_780374105471529_5566768696064284986_o.jpg?oh=99f7a1d799650033977d5c2e52693ca5&oe=5A2E13EF,https://www.facebook.com/events/322954014789318/,facebook.com,2017-05-09T02:22:00+0000,1494296520,2017/5/9 04:22,540,4,559,1,564,3,3,0,0,0,535,13,5,0,0,0,1,2017/5/9,2017,5,9,,,,,
photo,post_page_157215971120682,157215971120682_779989772176629,https://www.facebook.com/157215971120682/posts/779989772176629,【世大運國手@全大運】臺灣百米最速男-楊俊瀚 ??106年全大運，田徑項目又有新的全國紀錄出現了? 他是臺灣體大的短跑好手 楊俊瀚 Hank Yang 在 5/8 的100 公尺決賽跑出 10秒22 的好成績， ??不但拿下金牌，還刷新百米全國紀錄  點連結給你更多世大運??https://goo.gl/g9foIe  ??5/10還有機會現場看楊俊瀚的跑步英姿： 時間：下午一點二十分 地點：臺大田徑場 賽事項目：200M決賽 ??8月的臺北世大運期間，一定要來看俊瀚力拚各國菁英好手 現在就分享照片，並留言：#我愛百米最速男楊俊瀚,田徑,運動,H,Athletics,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/18342246_779989772176629_5186520707982951242_n.jpg?oh=4199b2bd6754c172d6659d86c24b61f4&oe=5A01A1B8,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/18342246_779989772176629_5186520707982951242_n.jpg?oh=ad285325f1b39fe21e85a574aa1d4f13&oe=59F78F9E,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/779989772176629/?type=3,facebook.com,2017-05-08T08:14:26+0000,1494231266,2017/5/8 10:14,789,11,804,18,833,11,7,4,3,0,784,11,1,3,0,0,0,2017/5/8,2017,5,8,,,,,
video,post_page_157215971120682,157215971120682_779950585513881,https://www.facebook.com/157215971120682/posts/779950585513881,【世大運國手@全大運】阿美族戰士楊尉廷跨破全國有夠勇  ??尉廷110米跨欄衝出13秒57，打破自己創下的全國紀錄13秒61 完成三連霸????  ??受到天氣熱影響，賽前還拉長熱身時間， 沒想到一舉飆破全國，在終點狂吼慶祝??  ??這次世大運我們的子弟兵們要回家比賽 一起進場為運動員加油????  覺得太強了，請分享！覺得帥，請按愛心！ 要幫楊尉廷加油請按讚！ 3，2，1請按鈕～  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #熱情 #楊尉廷加油,田徑,運動,H,Athletics,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18385385_779951375513802_306720974865170432_n.jpg?oh=b98ff50f9b32b68471619274e83b3026&oe=59F7D760,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18385385_779951375513802_306720974865170432_n.jpg?oh=cbe2adb71139d1f6ac9eb0bc844719c7&oe=5A343625,https://www.facebook.com/taipei2017/videos/779950585513881/,facebook.com,2017-05-08T05:53:22+0000,1494222802,2017/5/8 07:53,1508,29,1549,42,1620,29,11,18,9,0,1504,22,16,2,0,0,1,2017/5/8,2017,5,8,,,,,
video,post_page_157215971120682,157215971120682_779584912217115,https://www.facebook.com/157215971120682/posts/779584912217115,【世大運國手@全大運】開朗笑容甜姐兒　擊劍女神程昕三連霸  ??世大運擊劍鈍劍國手程昕，場下總掛著甜美笑容的她 一戴上擊劍面罩，就化身為帥氣女劍士????  7日在全大運擊劍公開女子組比賽拿下金牌，完成三連霸 ??這次世大運她要回家比賽，一起進場為她加油！！????  點連結給你更多世大運??https://goo.gl/g9foIe  #回家比賽 #程昕加油,擊劍,運動,H,Fencing,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/18364012_779586268883646_1196881345284931584_n.jpg?oh=281c7ec54c5aebcf69f935a6e3841c9a&oe=59EFAEBD,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/18364012_779586268883646_1196881345284931584_n.jpg?oh=b6245c71650e56588648cf754d1c2f17&oe=59EE0D07,https://www.facebook.com/taipei2017/videos/779584912217115/,facebook.com,2017-05-07T14:13:06+0000,1494166386,2017/5/7 16:13,677,19,690,35,744,19,8,11,7,0,675,13,0,0,0,0,0,2017/5/7,2017,5,7,,,,,
