type,by,post_id,post_link,post_message,細分類,分類,大分,英文小標,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb,comments_retrieved,comments_base,comments_replies,comment_likes_count,rea_NONE,rea_LIKE,rea_LOVE,rea_WOW,rea_HAHA,rea_SAD,rea_ANGRY,rea_THANKFUL,post_publ,年,月,日,1正評,2負,3中立,2+3,是否有負評,是否有正評
video,post_page_157215971120682,157215971120682_810144895827783,https://www.facebook.com/157215971120682/posts/810144895827783,【名人說故事3】引言人- 蔡阿嘎  這次他要說一個桌球王子 江宏傑 Chiang Hung-Chieh的故事 還要號召所有人一起來當選手的後盾  明天7/2 晚上9:00 完整呈現  #名人說故事 #2017臺北世大運  ?? 桌球每日賽程：https://goo.gl/Qi9AFB ??? 桌球票務 https://goo.gl/fBfN8s,桌球,運動,H,Table Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19725594_810147129160893_6520512313907216384_n.jpg?oh=a95b6320bc95d010ea2727a91951a462&oe=59F9E59C,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19725594_810147129160893_6520512313907216384_n.jpg?oh=93879b2a973f6eb3830a226ca31e5fd3&oe=59F86426,https://www.facebook.com/taipei2017/videos/810144895827783/,facebook.com,2017-07-01T13:00:00+0000,1498914000,2017/7/1 15:00,827,14,847,27,888,14,6,8,1,0,826,12,6,2,0,0,0,2017/7/1,2017,7,1,8,0,2,2,0,1
photo,post_page_157215971120682,157215971120682_810062955835977,https://www.facebook.com/157215971120682/posts/810062955835977,??明天市民廣場，一起搖滾世大運?????  7月2日上午 10 點 50 分 趕快來到臺北市政府前 市民廣場  讓我們一起大聲唱出「I AM HERE」！ 為世大運集氣加油！  #iamhere搖滾世大運 #臺北世大運加油  ?? 更多搖滾世大運 http://rock.2017.taipei/ ?? 搖滾世大運活動頁面 https://goo.gl/7jjm53,活動,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/19665164_810062955835977_1487331844112472961_n.jpg?oh=03e693237d9fb2874d2a3e9edc4edb5b&oe=59F66203,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/19665164_810062955835977_1487331844112472961_n.jpg?oh=26b6c4d6382b2d19fffaef558f81a405&oe=59FC7FFC,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/810062955835977/?type=3,facebook.com,2017-07-01T07:42:14+0000,1498894934,2017/7/1 09:42,475,3,481,11,495,3,3,0,0,0,474,3,3,0,0,0,0,2017/7/1,2017,7,1,0,0,0,0,0,1
video,post_page_157215971120682,157215971120682_809579722550967,https://www.facebook.com/157215971120682/posts/809579722550967,??2017臺北世大運游泳測試賽??  國立體大綜合體育館開 游 ?? 臺灣師大張國基50公尺蝶式金牌??、50公尺仰式銀牌?? 臺灣體大廖曼汶50公尺蛙式金牌??  7/1、7/2游泳測試賽持續進行???? 炎炎夏日進場為選手加油是你消暑的好選擇??  ??歡迎大家來國立體大體育館這個特別游泳池為選手加油!  ??賽程：https://goo.gl/gdRChb ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,H,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19665904_809580802550859_5653522742293561344_n.jpg?oh=01f8cd9825cc13220a766dbc34696f49&oe=5A379582,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19665904_809580802550859_5653522742293561344_n.jpg?oh=8e524498c19033e8efd5ef0ae627907e&oe=5A36F438,https://www.facebook.com/taipei2017/videos/809579722550967/,facebook.com,2017-06-30T14:59:45+0000,1498834785,2017/6/30 16:59,892,11,905,23,939,11,4,7,4,0,890,12,1,0,0,0,0,2017/6/30,2017,6,30,14,0,7,7,0,1
event,post_page_157215971120682,157215971120682_782352888593015,https://www.facebook.com/157215971120682/posts/782352888593015,《一起世大運 30 倒數》各種風格舞團接力演出 佛拉明哥舞團、巴西戰舞卡波耶拉、印度舞蹈、肚皮舞、拉丁騷莎、夏威夷草裙舞、美國復古搖擺舞…等  還可試穿異國風情舞衣，體驗經典舞蹈  從遊行踩街到大匯演，世大運主題曲整點報時， 各式舞蹈多元演繹，一起歡慶迎接世大運！  《一起世大運 30 倒數》 時間：2017.7.16 (日) 14:00-19:00 地點：信義香堤廣場 詳細活動介紹：http://events.2017.taipei/  2017臺北世大運將於 30 天後開幕！ 這次，讓我們用舞蹈迎接世大運！,倒數,倒數,F,F,https://scontent.xx.fbcdn.net/v/t1.0-0/c114.0.130.130/p130x130/19598779_809561685886104_198865836127943898_n.jpg?oh=ed3decaa3011a1267d0629f28bb48436&oe=59FEA945,https://scontent.xx.fbcdn.net/v/t1.0-9/c332.0.376.376/19598779_809561685886104_198865836127943898_n.jpg?oh=f192fa601b26ca4d412fd60677b4b103&oe=5A2A72F3,https://www.facebook.com/events/782352888593015/,facebook.com,2017-06-30T12:57:35+0000,1498827455,2017/6/30 14:57,712,29,739,0,768,29,24,5,26,0,709,20,5,0,0,2,0,2017/6/30,2017,6,30,3,0,0,0,0,1
video,post_page_157215971120682,157215971120682_808891442619795,https://www.facebook.com/157215971120682/posts/808891442619795,??2017臺北世大運聖火－返臺駐火  ??大家快來臺北市府西大門前朝聖?  ??跆拳道好手陳詩欣擔任火炬手交接給柯文哲市長 從 6 月 29 日到 8 月 19 日賽會開幕， 聖火將停駐於市府正門駐火臺，24 小時不間斷  7 月起聖火將前進臺灣最高峰－玉山以及全臺 22 個縣市的傳遞 接下來交棒給臺灣各地民眾，一起用熱情迎接世大運聖火??  ? 更多世大運聖火新聞》https://goo.gl/ZTqwZF ?? 想要看聖火點燃嗎? https://goo.gl/xr1dgr ?? 快點安排您的觀賽日程吧！https://goo.gl/BeWhh7,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19639846_808896302619309_354764298649600_n.jpg?oh=fa872aaa4b396d1f2bf7e73c3a706863&oe=5A2D9018,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19639846_808896302619309_354764298649600_n.jpg?oh=7c0527c1060da2027238d5e88bcf0982&oe=5A2D6A5A,https://www.facebook.com/taipei2017/videos/808891442619795/,facebook.com,2017-06-30T02:44:00+0000,1498790640,2017/6/30 04:44,1414,14,1459,90,1563,9,9,0,2,0,1412,39,3,2,0,0,0,2017/6/30,2017,6,30,48,0,2,2,0,1
video,post_page_157215971120682,157215971120682_808777989297807,https://www.facebook.com/157215971120682/posts/808777989297807,??2017臺北世大運聖火傳遞第4站-韓國大邱  ??跆拳道好手陳怡安、陳詩欣擔任火炬手 到臺北市姊妹市-韓國大邱傳遞聖火  從 6 月 20 日在義大利杜林母火引燃後， 9 天完成歐亞二洲， 4 個城市 30 個以上傳遞點 聖火 6/29 已抵達臺北市政府駐火  7 月起聖火將前進臺灣最高峰－玉山以及全臺 22 個縣市的傳遞 接下來交棒給臺灣各地民眾，一起用熱情迎接世大運聖火??  ??更多世大運聖火新聞》https://goo.gl/vwwiQj ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19644730_808779065964366_6038615256719163392_n.jpg?oh=699c5c090d3fd99507b3649b1473a816&oe=5A2A6181,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19644730_808779065964366_6038615256719163392_n.jpg?oh=6939fc5a6914fe1e0fe5475e595a7316&oe=5A394D3B,https://www.facebook.com/taipei2017/videos/808777989297807/,facebook.com,2017-06-29T09:26:13+0000,1498728373,2017/6/29 11:26,866,11,890,36,937,10,4,6,6,0,866,20,1,3,0,0,0,2017/6/29,2017,6,29,0,0,0,0,0,1
photo,post_page_157215971120682,157215971120682_808689549306651,https://www.facebook.com/157215971120682/posts/808689549306651,??就是明天！排球門票 中午開賣? 6 月 30 日 ( 五 ) 中午 12 點開賣 要搶票的看過來??  萬眾矚目的「排球」競賽門票 將在 6 月 30 日中午 12 點 於世大運購票網站 https://tickets.2017.taipei 及 3 大超商機臺 （7-ELEVEN ibon、萊爾富 Life-ET 及 OK超商 OK‧Go） 同步開賣  快快「排」除萬難，發揮中華隊的主場優勢，進場加油??  ?? 更多購票相關資訊 https://goo.gl/HaHcKw ?? 排球每日賽程：https://goo.gl/5kjhZr  如票務相關問題洽世大運票務客服專線 02-8772-9805,售票,售票,K,K,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19437371_808689549306651_5178711888767866444_n.jpg?oh=3cf582e90ab7d3b2fed1e3f2c8c0101c&oe=59F2732B,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19437371_808689549306651_5178711888767866444_n.jpg?oh=a1db7448dd97a9e0b08202541f5a494d&oe=5A371ED4,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/808689549306651/?type=3,facebook.com,2017-06-29T06:35:03+0000,1498718103,2017/6/29 08:35,1491,358,1536,155,2049,354,165,189,77,0,1490,31,13,0,1,0,0,2017/6/29,2017,6,29,23,0,4,4,0,1
photo,post_page_157215971120682,157215971120682_806695516172721,https://www.facebook.com/157215971120682/posts/806695516172721,【 每個人都有權利再努力一點，對不對？】   我們在這裡，臺灣在這裡 I AM HERE！ 這就是我們的搖滾世大運精神！   搖滾世大運時間地點： 2017 年 7 月 2 日（日） 臺北市政府前市民廣場   瞭解更多：搖滾世大運紀錄片 https://www.youtube.com/watch?v=dkS9IDBESAw,其他,活動,D,D,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/19399989_806695516172721_6386386536542640467_n.jpg?oh=0611fad55c1cd1a196fd0fcb51741112&oe=5A2F0228,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19399989_806695516172721_6386386536542640467_n.jpg?oh=7d2568a158053224b29f9abecccbf1ca&oe=5A3416D7,https://www.facebook.com/taipei2017/photos/a.157858541056425.1073741828.157215971120682/806695516172721/?type=3,facebook.com,2017-06-29T03:30:00+0000,1498707000,2017/6/29 05:30,188,1,196,7,204,1,1,0,0,0,188,6,1,1,0,0,0,2017/6/29,2017,6,29,31,0,8,8,0,1
video,post_page_157215971120682,157215971120682_808064659369140,https://www.facebook.com/157215971120682/posts/808064659369140,??中華隊團服發表 展現大學運動員活力??  大專體總發表了世大運中華隊隊服?? 舉重好手許淑淨??、桌球王子江宏傑?? 女足甜心張愫心??、游泳好手安廷耀?? 擊劍美少女程昕??以及滑輪溜冰風速女王 王佳葳?? 六位選手出席走秀 展現出大學運動員的活力??  世大運倒數52天 選手們也都進入最後備戰狀態?? 大家準備好進場力挺臺灣運動員了嗎  ?? 快點安排您的觀賽日程吧！https://goo.gl/BeWhh7 ??? 一起進場為我們的選手加油！http://tickets.2017.taipei ??大專學生運動網：http://www.ssu.org.tw/,其他,售票,K,K,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19622028_808066082702331_8310352914182832128_n.jpg?oh=986295f19286c7f19298124d98302a23&oe=5A34A857,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19622028_808066082702331_8310352914182832128_n.jpg?oh=67bd1efb259376938675794e09f92c28&oe=5A3549ED,https://www.facebook.com/taipei2017/videos/808064659369140/,facebook.com,2017-06-28T13:01:33+0000,1498654893,2017/6/28 15:01,1753,33,1803,96,1932,33,28,5,11,0,1749,40,6,2,1,0,0,2017/6/28,2017,6,28,10,1,0,1,1,0
video,post_page_157215971120682,157215971120682_807882332720706,https://www.facebook.com/157215971120682/posts/807882332720706,??2017臺北世大運游泳測試賽暨中華臺北公開賽?? 將在這個周末6/29-7/2展開   來複習一下熊讚運動教室吧!!  ??歡迎大家來國立體大體育館這個特別游泳池為選手加油!  ??賽程：https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,H,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15562780_697688913740049_6420762626170552320_n.jpg?oh=39b7354e1d955aba6b2c1c38aa91cfd6&oe=59EB3C55,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15562780_697688913740049_6420762626170552320_n.jpg?oh=b49ca40ab2d5a89424f5d176b5165b20&oe=59F3BDEF,https://www.facebook.com/taipei2017/videos/807882332720706/,facebook.com,2017-06-28T06:36:00+0000,1498631760,2017/6/28 08:36,772,1,791,58,850,0,0,0,0,0,772,11,4,3,0,0,0,2017/6/28,2017,6,28,1,0,0,0,0,1
video,post_page_157215971120682,157215971120682_807239179451688,https://www.facebook.com/157215971120682/posts/807239179451688,??世大運之星-游泳吳浚鋒??  從乙組傳奇變成50公尺自由式及蛙式的全國紀錄保持人，吳浚鋒不斷突破自己刷新紀錄，目標游進東京??  除了要參加7月的布達佩斯世錦賽，8月的世大運吳浚鋒當然也沒有缺席，將要出賽50公尺自由式項目!! 一起進場感受水道速男的魅力吧??  游泳中華臺北公開賽在這個周末展開  歡迎大家來國立體大體育館這個特別游泳池為選手加油!  https://goo.gl/gdRChb  ???8/20~8/27 2017臺北世大運游泳 在國立體育大學體育館 一起來看游泳比賽吧！https://goo.gl/6aDQx8,游泳,運動,H,Swimming,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19531128_807328279442778_4902249249015595008_n.jpg?oh=77c5083cb2cbecf629f2128859b882c8&oe=5A335CF0,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19531128_807328279442778_4902249249015595008_n.jpg?oh=f4ccfec7f888b495d26f6077287d0355&oe=59FF1C4A,https://www.facebook.com/taipei2017/videos/807239179451688/,facebook.com,2017-06-27T06:35:12+0000,1498545312,2017/6/27 08:35,1950,35,2011,197,2243,35,29,6,11,0,1950,47,11,2,0,0,0,2017/6/27,2017,6,27,75,0,2,2,0,1
video,post_page_157215971120682,157215971120682_806734502835489,https://www.facebook.com/157215971120682/posts/806734502835489,??2017臺北世大運聖火傳遞第三站-泰國曼谷  由曾在世大運獲得四金的網球??好手李欣翰擔任火炬手 沿途交接點，泰國的法治大學與朱拉隆功大學 安排傳統泰國舞蹈表演，現場熱鬧非凡  聖火最後將到韓國大邱，請大家持續關注粉絲團喔?? ??跆拳道好手陳怡安、陳詩欣將擔任火炬手  ??? 一起進場為我們的運動員加油！http://tickets.2017.taipei,開幕,開幕,I,I,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19530729_806735739502032_606128410699235328_n.jpg?oh=6a82ac3cb33854a2e277be0915d20540&oe=59FA0C93,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19530729_806735739502032_606128410699235328_n.jpg?oh=3c7bf58636f7a6943b256911487286ab&oe=5A3068D6,https://www.facebook.com/taipei2017/videos/806734502835489/,facebook.com,2017-06-26T10:10:03+0000,1498471803,2017/6/26 12:10,748,4,770,30,804,4,4,0,0,0,746,14,3,3,1,0,0,2017/6/26,2017,6,26,3,0,0,0,0,1
video,post_page_157215971120682,157215971120682_806597816182491,https://www.facebook.com/157215971120682/posts/806597816182491,「能把冠軍留在台灣，就很開心」 這不僅僅是李珮琪奪得台塑杯網球賽女單冠軍的心情，也是臺灣運動員參與臺北世大運的目標!  一連兩個禮拜的台塑盃網球賽，都在臺北網球中心舉行。下一次這個場館有國際大賽舉行，就是臺北世大運了喔!!  ?? 一起來臺北網球中心為選手加油》https://goo.gl/24kjXa ?? 2017臺北世大運網球賽程》https://goo.gl/o1vSxL,網球,運動,H,Tennis,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/19510839_806599659515640_3685998425859424256_n.jpg?oh=50d5f03a3c17dc67f00ed74ef1810903&oe=5A34E698,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/19510839_806599659515640_3685998425859424256_n.jpg?oh=a4ac4fae6e88e4ea632cfc394782e8df&oe=59F4D822,https://www.facebook.com/taipei2017/videos/806597816182491/,facebook.com,2017-06-24T16:00:00+0000,1498320000,2017/6/24 18:00,369,10,379,24,413,10,10,0,0,0,369,7,0,3,0,0,0,2017/6/24,2017,6,24,19,0,4,4,0,1
